"incident_number","arrest_date","gender","race","age","charge","most_serious"
"19BU013023",2019-06-24 18:22:00,"Male - M","White - W",68,"Simple Assault 13 VSA 1023 13B",1
"19BU013029",2019-06-24 19:00:00,"Male - M","White - W",45,NA,1
"19BU013040",2019-06-26 19:16:00,"Male - M","White - W",56,"Enforcement of Criminal Ordinances 24 VSA 1974 90Z",1
"19BU013042",2019-06-24 22:20:00,"Male - M","Black - B",21,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU013045",2019-06-24 22:45:00,"Female - F","White - W",30,"Unlawful Mischief (Felony) 13 VSA 3701(A) 290",1
"19BU013045",2019-06-24 22:45:00,"Female - F","White - W",30,"Simple Assault 13 VSA 1023 13B",0
"19BU013047",2019-06-25 01:08:00,"Male - M","White - W",37,"Domestic Assault 13 VSA 1042 13B",1
"19BU013056",2019-09-02 16:18:00,"Male - M","White - W",36,"Credit Card/ATM Fraud 9 VSA 4043 26B",1
"19BU013056",2019-09-02 16:19:00,"Male - M","White - W",28,"Credit Card/ATM Fraud 9 VSA 4043 26B",1
"19BU013062",2019-07-08 00:00:00,"Male - M","White - W",28,"Unlawful Mischief (Felony) 13 VSA 3701(A) 290",1
"19BU013070",2019-06-25 12:30:00,"Male - M","White - W",22,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU013076",2019-06-25 16:43:00,"Male - M","White - W",47,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"19BU013099",2019-06-25 16:01:00,"Female - F","White - W",18,"Aggravated Assault 13 VSA 1024 13A",1
"19BU013099",2019-06-25 16:01:00,"Female - F","White - W",18,"Domestic Assault 13 VSA 1042 13B",0
"19BU013114",2019-06-25 18:00:00,"Male - M","White - W",47,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU013139",2019-06-25 23:30:00,"Male - M","White - W",24,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"19BU013146",2019-07-11 10:47:00,"Male - M","White - W",36,"Petit Larceny From A Motor Vehicle 13 VSA 2502 23F",1
"19BU013146",2019-07-11 10:47:00,"Male - M","White - W",36,"Identity Theft 13 VSA 2030 26F",0
"19BU013146",2019-07-11 10:47:00,"Male - M","White - W",36,"False Pretenses 13 VSA 2002 26A",0
"19BU013156",2019-06-26 16:45:00,"Male - M","White - W",33,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"19BU013168",2019-06-26 13:00:00,"Male - M","White - W",23,NA,1
"19BU013223",2019-07-04 17:41:00,"Male - M","White - W",61,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU013235",2019-06-27 13:28:00,"Female - F","White - W",18,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU013279",2019-09-14 12:23:00,"Male - M","Black - B",52,"Unlawful Restraint - 1st Degree 13 VSA 2407 100",1
"19BU013286",2019-06-27 20:25:47,"Male - M","White - W",43,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"19BU013373",2019-08-05 12:08:00,"Male - M","White - W",54,"Grand Larceny 13 VSA 2501 23H",1
"19BU013380",2019-07-09 00:00:00,"Male - M","White - W",28,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying 13 VSA 2575(1) 23C",1
"19BU013397",2019-07-24 17:49:00,"Female - F","Black - B",34,"Simple Assault 13 VSA 1023 13B",1
"19BU013397",2019-08-22 11:00:00,"Female - F","White - W",28,"False Information To A Police Officer 13 VSA 1754 90Z",1
"19BU013399",2019-06-28 19:30:00,"Male - M","White - W",24,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU013417",2019-06-28 19:20:00,"Male - M","White - W",22,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU013427",2019-06-28 22:00:00,"Male - M","White - W",42,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU013441",2019-07-19 02:35:00,"Male - M","White - W",36,"Eluding A Police Officer - Misdemeanor 23 VSA 1133(B)(1) 90Z",1
"19BU013441",2019-07-19 02:35:00,"Male - M","White - W",36,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"19BU013456",2019-06-29 01:50:00,"Male - M","White - W",42,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"19BU013458",2019-06-29 02:35:00,"Female - F","White - W",23,"Aggravated disorderly conduct 13 VSA 1026(a) 90C",1
"19BU013525",2019-06-30 02:54:00,"Female - F","Black - B",53,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU013577",2019-06-30 19:00:00,"Male - M","White - W",28,NA,1
"19BU013590",2019-06-30 20:00:00,"Female - F","White - W",33,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU013596",2019-06-30 20:30:00,"Male - M","White - W",43,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU013615",2019-07-01 08:30:00,"Male - M","White - W",35,"Domestic Assault 13 VSA 1042 13B",1
"19BU013615",2019-07-01 08:30:00,"Male - M","White - W",35,"Interference With Access To Emergency Services 13 VSA 1031 90Z",0
"19BU013617",2019-07-01 06:49:00,"Male - M","White - W",35,NA,1
"19BU013630",2019-07-09 12:00:00,"Male - M","White - W",40,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",1
"19BU013630",2019-07-09 11:00:00,"Female - F","White - W",32,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",1
"19BU013676",2019-07-14 13:41:00,"Male - M","White - W",47,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"19BU013686",2019-07-01 16:20:00,"Male - M","Unknown - U",60,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"19BU013700",2019-07-03 09:22:00,"Male - M","White - W",52,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU013709",2019-07-01 18:15:00,"Female - F","White - W",39,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU013715",2019-07-01 21:09:00,"Male - M","Black - B",57,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"19BU013715",2019-07-01 21:09:00,"Male - M","Black - B",57,"Unlawful Restraint - 1st Degree 13 VSA 2407 100",0
"19BU013720",2019-07-01 22:39:00,"Male - M","White - W",31,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU013786",2019-07-02 15:14:00,"Female - F","White - W",33,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU013786",2019-07-02 15:14:00,"Female - F","White - W",36,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU013816",2019-07-02 21:45:00,"Male - M","Black - B",41,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU013856",2019-07-03 14:46:00,"Female - F","White - W",16,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B",1
"19BU013856",2019-07-03 14:46:00,"Female - F","White - W",16,"Assault With Bodily Fluids (Misdemeanor) 13 VSA 1028(B)(1) 13B",0
"19BU013874",2019-07-03 16:27:00,"Male - M","Black - B",28,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"19BU013888",NA,"Male - M","White - W",NA,NA,1
"19BU013906",2019-07-03 22:00:00,"Male - M","Native Am/Alaska Nat - I",25,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"19BU013911",2019-07-03 22:00:00,"Male - M","Black - B",33,"Simple Assault 13 VSA 1023 13B",0
"19BU013911",2019-07-03 22:00:00,"Male - M","Black - B",33,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B",1
"19BU013937",2019-07-08 00:30:00,"Male - M","White - W",32,"Aggravated Assault 13 VSA 1024 13A",1
"19BU013941",2019-07-04 01:38:00,"Male - M","White - W",62,NA,1
"19BU013943",2019-07-04 02:20:00,"Male - M","Black - B",26,"Simple Assault 13 VSA 1023 13B",1
"19BU013943",2019-07-04 02:15:00,"Male - M","Black - B",25,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU013972",2019-07-04 13:40:00,"Male - M","Asian - A",26,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"19BU014030",2019-07-05 01:15:00,"Male - M","Black - B",30,"Assault With Bodily Fluids (Misdemeanor) 13 VSA 1028(B)(1) 13B",1
"19BU014088",2019-07-05 19:00:00,"Male - M","White - W",39,"Enforcement of Criminal Ordinances 24 VSA 1974 90Z",1
"19BU014095",2019-07-05 19:17:00,"Female - F","White - W",39,"Enforcement of Criminal Ordinances 24 VSA 1974 90Z",1
"19BU014106",2019-07-05 21:10:00,"Male - M","White - W",47,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B",1
"19BU014126",2019-07-06 19:15:00,"Male - M","White - W",36,"Simple Assault 13 VSA 1023 13B",1
"19BU014128",2019-08-01 09:00:00,"Male - M","Black - B",17,"Assault And Robbery 13 VSA 608 120",1
"19BU014128",2019-08-08 17:00:00,"Male - M","Black - B",16,"Accessory After The Fact 13 VSA 5 90Z",1
"19BU014130",2019-07-06 06:00:00,"Male - M","White - W",36,"Simple Assault 13 VSA 1023 13B",1
"19BU014151",2019-07-06 09:49:00,"Female - F","White - W",55,"Unlawful Trespass (Felony) 13 VSA 3705(D) 90J",1
"19BU014174",2019-07-06 19:12:00,"Female - F","White - W",34,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"19BU014174",2019-07-06 19:12:00,"Female - F","White - W",34,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"19BU014209",2019-07-07 03:00:00,"Male - M","White - W",25,"Aggravated Assault 13 VSA 1024 13A",1
"19BU014209",2019-07-07 03:00:00,"Male - M","White - W",25,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"19BU014212",2019-07-10 22:43:00,"Male - M","Black - B",39,"Aggravated Assault 13 VSA 1024 13A",1
"19BU014212",2019-07-10 22:43:00,"Male - M","Black - B",39,"Negligent Operation 23 VSA 1091(A) 90Z",0
"19BU014212",2019-07-10 22:43:00,"Male - M","Black - B",39,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",0
"19BU014226",2019-07-07 12:10:00,"Male - M","White - W",26,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"19BU014248",2019-07-11 00:00:00,"Male - M","White - W",28,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU014252",2019-07-11 00:00:00,"Male - M","White - W",28,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU014256",2019-07-07 20:30:00,"Female - F","White - W",20,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"19BU014284",2019-07-11 13:28:00,"Male - M","White - W",28,"False Pretenses 13 VSA 2002 26A",1
"19BU014307",2019-07-08 12:45:00,"Female - F","White - W",38,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"19BU014312",2019-07-11 13:37:00,"Male - M","White - W",36,"False Pretenses 13 VSA 2002 26A",1
"19BU014317",2019-07-08 17:19:50,"Male - M","White - W",28,"Domestic Assault 13 VSA 1042 13B",1
"19BU014333",2019-07-08 17:19:00,"Male - M","White - W",39,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU014362",2019-07-08 22:00:00,"Male - M","White - W",61,"Driving Under The Influence - Second And Subsequent Offense 23 VSA 1201 90D",1
"19BU014362",2019-07-08 22:00:00,"Male - M","White - W",61,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU014374",2019-07-09 01:18:00,"Female - F","White - W",47,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"19BU014374",2019-07-09 01:18:00,"Female - F","White - W",47,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"19BU014392",2019-07-09 10:30:00,"Male - M","White - W",26,NA,1
"19BU014438",2019-08-13 02:09:00,"Female - F","White - W",35,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"19BU014453",2019-07-09 21:50:00,"Male - M","White - W",39,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU014473",2019-07-10 00:30:00,"Male - M","White - W",42,"Assault And Robbery 13 VSA 608 120",1
"19BU014473",2019-07-10 00:30:00,"Male - M","White - W",42,"Unlawful Restraint - 1st Degree 13 VSA 2407 100",0
"19BU014482",2019-07-10 12:00:31,"Male - M","White - W",28,"Operation Without Consent - Aggravated 23 VSA 1094(B) 90Z",1
"19BU014482",2019-07-10 12:00:31,"Male - M","White - W",28,"Grand Larceny 13 VSA 2501 23H",0
"19BU014511",2019-07-17 15:29:00,"Male - M","White - W",26,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU014528",2019-07-10 18:33:00,"Male - M","White - W",56,"Driving Under The Influence - Second And Subsequent Offense 23 VSA 1201 90D",1
"19BU014535",2019-07-13 02:37:00,"Female - F","White - W",36,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU014549",2019-07-11 06:45:21,"Male - M","White - W",25,"Unlawful Trespass (Felony) 13 VSA 3705(D) 90J",1
"19BU014549",2019-07-11 06:45:21,"Male - M","White - W",25,"False Information To A Police Officer 13 VSA 1754 90Z",0
"19BU014566",2019-07-11 10:43:59,"Male - M","White - W",36,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU014581",2019-07-11 11:00:00,"Male - M","White - W",36,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"19BU014626",2019-07-11 17:00:00,"Female - F","White - W",60,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"19BU014643",2019-07-11 18:30:00,"Male - M","White - W",43,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"19BU014672",2019-07-12 03:30:00,"Male - M","Black - B",18,"False Information To A Police Officer 13 VSA 1754 90Z",1
"19BU014736",2019-07-12 17:19:00,"Male - M","White - W",32,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"19BU014749",2019-07-12 21:41:00,"Male - M","Black - B",52,NA,1
"19BU014764",2019-07-13 04:35:00,"Male - M","Black - B",28,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU014764",2019-07-13 04:36:00,"Male - M","White - W",28,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU014764",2019-07-13 04:36:00,"Female - F","White - W",22,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU014790",2019-07-13 13:21:00,"Female - F","White - W",21,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU014797",2019-08-26 17:40:00,"Male - M","Black - B",41,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU014802",2019-07-13 17:15:00,"Male - M","White - W",41,"Aggravated disorderly conduct 13 VSA 1026(a) 90C",1
"19BU014802",2019-07-13 17:15:00,"Male - M","White - W",41,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"19BU014814",2019-07-13 21:47:00,"Male - M","White - W",42,"Grossly Negligent Operation 23 VSA 1091(B) 90Z",1
"19BU014814",2019-07-13 21:47:00,"Male - M","White - W",42,"Cruelty To Children By One Over 16 13 VSA 1304 90Z",0
"19BU014857",2019-07-14 15:00:00,"Male - M","Black - B",17,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"19BU014887",2019-07-23 16:15:00,"Female - F","White - W",50,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU014891",2019-07-14 19:39:00,"Male - M","White - W",55,NA,1
"19BU014906",2019-07-15 00:01:00,"Male - M","Black - B",33,"Aggravated disorderly conduct 13 VSA 1026(a) 90C",1
"19BU014907",2019-07-15 00:10:00,"Male - M","Asian - A",27,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"19BU014907",2019-07-15 00:10:00,"Male - M","Asian - A",27,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",0
"19BU014910",2019-07-15 08:20:11,"Male - M","White - W",49,"Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A",1
"19BU014910",2019-07-15 08:20:11,"Male - M","White - W",49,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",0
"19BU014919",2019-09-23 14:40:00,"Female - F","White - W",14,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU014919",2019-09-23 14:40:00,"Female - F","White - W",14,"Operation Without Consent 23 VSA 1094(A) 90Z",0
"19BU014919",2019-09-23 10:41:00,"Female - F","Other - U",15,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU014919",2019-09-23 10:41:00,"Female - F","Other - U",15,NA,0
"19BU014931",2019-07-17 12:58:00,"Male - M","Black - B",52,"Sex Offender Registry Violation (Misdemeanor) 13 VSA 5407 90Z",1
"19BU014932",2019-08-05 17:48:00,"Male - M","White - W",30,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying 13 VSA 2575(1) 23C",1
"19BU014970",2019-07-15 19:00:00,"Male - M","White - W",43,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU014970",2019-07-15 19:00:00,"Male - M","White - W",43,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"19BU014985",2019-09-02 12:54:00,"Female - F","White - W",20,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"19BU014985",2019-09-02 12:54:00,"Female - F","White - W",20,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"19BU015020",2019-08-07 21:38:11,"Male - M","White - W",26,"Driving Under The Influence - Drugs 23 VSA 1201(a)(3) 90D",1
"19BU015020",2019-08-07 21:38:11,"Male - M","White - W",26,"Grossly Negligent Operation 23 VSA 1091(B) 90Z",0
"19BU015020",2019-08-07 21:38:11,"Male - M","White - W",26,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"19BU015020",2019-08-07 21:38:11,"Male - M","White - W",26,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"19BU015020",2019-08-07 21:38:11,"Male - M","White - W",26,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",0
"19BU015031",2019-07-17 13:05:26,"Male - M","White - W",36,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU015049",2019-07-16 17:00:00,"Male - M","White - W",17,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"19BU015052",2019-07-16 18:30:00,"Male - M","White - W",31,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU015063",2019-08-29 17:53:22,"Male - M","White - W",39,"Identity Theft 13 VSA 2030 26F",1
"19BU015063",2019-08-29 17:53:22,"Male - M","White - W",39,"False Pretenses 13 VSA 2002 26A",0
"19BU015063",2019-08-29 17:53:22,"Female - F","White - W",29,"Identity Theft 13 VSA 2030 26F",1
"19BU015063",2019-08-29 17:53:22,"Female - F","White - W",29,"False Pretenses 13 VSA 2002 26A",0
"19BU015082",2019-07-17 04:06:00,"Female - F","White - W",24,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"19BU015082",2019-07-17 04:06:00,"Female - F","White - W",24,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"19BU015083",2019-07-21 20:05:00,"Male - M","White - W",20,"Simple Assault 13 VSA 1023 13B",1
"19BU015104",2019-07-17 13:15:00,"Male - M","White - W",40,"Simple Assault 13 VSA 1023 13B",1
"19BU015138",2019-07-17 18:44:18,"Male - M","White - W",44,NA,1
"19BU015145",2019-07-17 19:09:00,"Male - M","White - W",43,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"19BU015150",2019-07-17 19:25:00,"Male - M","Black - B",52,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU015171",2019-07-17 23:45:00,"Male - M","White - W",29,"Unlawful Trespass (Felony) 13 VSA 3705(D) 90J",1
"19BU015172",2019-07-18 00:15:00,"Female - F","White - W",34,"Drugs - Cocaine, Possession  Misdemeanor 18 VSA 4231(A)(1) 35A",1
"19BU015188",2019-07-18 10:54:00,"Male - M","Asian - A",26,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"19BU015188",2019-07-18 10:54:00,"Male - M","Asian - A",26,"Burglary 13 VSA 1201 220",0
"19BU015204",2019-09-10 15:14:00,"Male - M","White - W",31,"Credit Card/ATM Fraud 9 VSA 4043 26B",1
"19BU015204",2019-09-10 15:14:00,"Male - M","White - W",31,"False Pretenses 13 VSA 2002 26A",0
"19BU015204",2019-09-10 15:14:00,"Male - M","White - W",31,"Computer Crime Unauthorized Access To Computer For Fraudulent Purposes (Felony) 13 VSA 4103 26G",0
"19BU015239",2019-09-18 06:30:00,"Male - M","Black - B",21,"Drugs - Cocaine, Sale <2.5 Gm 18 VSA 4231(B)(1) 35A",1
"19BU015239",2019-09-18 06:30:00,"Male - M","Black - B",21,"Drugs - Cocaine, Possession  Misdemeanor 18 VSA 4231(A)(1) 35A",NA
"19BU015239",2019-09-18 06:30:00,"Transgendered - T","White - W",21,"Accessory Before The Fact 13 VSA 4 90Z",1
"19BU015239",2019-09-18 06:30:00,"Transgendered - T","White - W",21,NA,0
"19BU015276",2019-07-18 23:20:00,"Female - F","Black - B",21,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU015287",2019-07-19 01:50:00,"Male - M","White - W",28,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"19BU015304",2019-07-19 14:37:00,"Female - F","White - W",73,"Grand Larceny 13 VSA 2501 23H",1
"19BU015310",2019-08-28 00:00:00,"Female - F","White - W",50,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU015316",2019-09-16 15:49:00,"Male - M","White - W",39,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU015333",2019-07-19 17:00:00,"Male - M","Black - B",19,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"19BU015360",2019-07-19 21:45:00,"Male - M","White - W",27,"Aggravated disorderly conduct 13 VSA 1026(a) 90C",1
"19BU015375",2019-07-20 01:40:00,"Male - M","Black - B",19,"Simple Assault 13 VSA 1023 13B",1
"19BU015392",2019-07-20 12:15:00,"Male - M","White - W",37,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
